case_id,ACT_1,ACT_2,ACT_3,ACT_4,Span_in_minutes
Case 27,Round Grinding - Manual,Round Grinding - Manual,Laser Marking - Machine 7,Final Inspection Q.C.,60
Case 27,Round Grinding - Manual,Laser Marking - Machine 7,Final Inspection Q.C.,Packing,224
Case 27,Laser Marking - Machine 7,Final Inspection Q.C.,Packing,Final Inspection Q.C.,16
Case 271,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,180
Case 271,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,34
Case 271,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling - Machine 5,480
Case 271,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling - Machine 5,Turning & Milling Q.C.,98
Case 271,Turning & Milling Q.C.,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling Q.C.,492
Case 271,Turning & Milling - Machine 5,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 5,654
Case 271,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 5,Laser Marking - Machine 7,0
Case 271,Turning & Milling Q.C.,Turning & Milling - Machine 5,Laser Marking - Machine 7,Turning & Milling Q.C.,521
Case 271,Turning & Milling - Machine 5,Laser Marking - Machine 7,Turning & Milling Q.C.,Turning & Milling - Machine 5,419
Case 271,Laser Marking - Machine 7,Turning & Milling Q.C.,Turning & Milling - Machine 5,Laser Marking - Machine 7,30
Case 271,Turning & Milling Q.C.,Turning & Milling - Machine 5,Laser Marking - Machine 7,Lapping - Machine 1,7
Case 271,Turning & Milling - Machine 5,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,0
Case 271,Lapping - Machine 1,Lapping - Machine 1,Grinding Rework,Lapping - Machine 1,0
Case 271,Lapping - Machine 1,Grinding Rework,Lapping - Machine 1,Lapping - Machine 1,0
Case 271,Grinding Rework,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,27
Case 271,Lapping - Machine 1,Lapping - Machine 1,Grinding Rework,Lapping - Machine 1,17
Case 271,Lapping - Machine 1,Grinding Rework,Lapping - Machine 1,Lapping - Machine 1,260
Case 271,Lapping - Machine 1,Lapping - Machine 1,Grinding Rework,Lapping - Machine 1,0
Case 271,Lapping - Machine 1,Grinding Rework,Lapping - Machine 1,Round Grinding - Machine 2,64
Case 271,Grinding Rework,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,70
Case 271,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,55
Case 271,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Lapping - Machine 1,66
Case 271,Round Grinding - Machine 2,Round Grinding - Machine 2,Lapping - Machine 1,Lapping - Machine 1,298
Case 271,Round Grinding - Machine 2,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 3,149
Case 271,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,281
Case 271,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,0
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,90
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,104
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,365
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,523
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,254
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,64
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 2,7
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 2,Round Grinding - Machine 3,136
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 2,Round Grinding - Machine 3,Round Grinding - Machine 3,363
Case 271,Round Grinding - Machine 2,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,1
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Lapping - Machine 1,294
Case 271,Round Grinding - Machine 3,Round Grinding - Machine 3,Lapping - Machine 1,Round Grinding - Machine 3,512
Case 271,Round Grinding - Machine 3,Lapping - Machine 1,Round Grinding - Machine 3,Final Inspection Q.C.,460
Case 271,Lapping - Machine 1,Round Grinding - Machine 3,Final Inspection Q.C.,Packing,78
Case 271,Round Grinding - Machine 3,Final Inspection Q.C.,Packing,Final Inspection Q.C.,55
Case 271,Final Inspection Q.C.,Packing,Final Inspection Q.C.,Packing,275
Case 271,Packing,Final Inspection Q.C.,Packing,Final Inspection Q.C.,0
Case 271,Final Inspection Q.C.,Packing,Final Inspection Q.C.,Grinding Rework - Machine 27,281
Case 271,Packing,Final Inspection Q.C.,Grinding Rework - Machine 27,Grinding Rework - Machine 27,0
Case 271,Final Inspection Q.C.,Grinding Rework - Machine 27,Grinding Rework - Machine 27,Grinding Rework - Machine 27,242
Case 271,Grinding Rework - Machine 27,Grinding Rework - Machine 27,Grinding Rework - Machine 27,Final Inspection Q.C.,35
Case 271,Grinding Rework - Machine 27,Grinding Rework - Machine 27,Final Inspection Q.C.,Final Inspection Q.C.,140
Case 271,Grinding Rework - Machine 27,Final Inspection Q.C.,Final Inspection Q.C.,Packing,230
Case 271,Final Inspection Q.C.,Final Inspection Q.C.,Packing,Final Inspection Q.C.,2
Case 271,Final Inspection Q.C.,Packing,Final Inspection Q.C.,Packing,0
Case 271,Packing,Final Inspection Q.C.,Packing,Packing,0
Case 271,Final Inspection Q.C.,Packing,Packing,Packing,0
Case 272,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,302
Case 272,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,148
Case 272,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Flat Grinding - Machine 11,420
Case 272,Turning & Milling - Machine 9,Turning & Milling Q.C.,Flat Grinding - Machine 11,Turning & Milling Q.C.,20
Case 272,Turning & Milling Q.C.,Flat Grinding - Machine 11,Turning & Milling Q.C.,Laser Marking - Machine 7,48
Case 272,Flat Grinding - Machine 11,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,100
Case 272,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,Round Grinding - Machine 3,175
Case 272,Laser Marking - Machine 7,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,27
Case 272,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,30
Case 272,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,60
Case 272,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,Packing,100
Case 272,Round Grinding - Machine 3,Final Inspection Q.C.,Packing,Final Inspection Q.C.,90
Case 272,Final Inspection Q.C.,Packing,Final Inspection Q.C.,Final Inspection Q.C.,247
Case 273,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,410
Case 273,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Flat Grinding - Machine 11,1011
Case 273,Turning & Milling - Machine 9,Turning & Milling Q.C.,Flat Grinding - Machine 11,Laser Marking - Machine 7,4
Case 273,Turning & Milling Q.C.,Flat Grinding - Machine 11,Laser Marking - Machine 7,Lapping - Machine 1,71
Case 273,Flat Grinding - Machine 11,Laser Marking - Machine 7,Lapping - Machine 1,Round Grinding - Manual,149
Case 273,Laser Marking - Machine 7,Lapping - Machine 1,Round Grinding - Manual,Round Grinding - Machine 12,8
Case 273,Lapping - Machine 1,Round Grinding - Manual,Round Grinding - Machine 12,Round Grinding - Machine 12,120
Case 273,Round Grinding - Manual,Round Grinding - Machine 12,Round Grinding - Machine 12,Round Grinding - Machine 12,75
Case 273,Round Grinding - Machine 12,Round Grinding - Machine 12,Round Grinding - Machine 12,Packing,39
Case 273,Round Grinding - Machine 12,Round Grinding - Machine 12,Packing,Final Inspection Q.C.,42
Case 273,Round Grinding - Machine 12,Packing,Final Inspection Q.C.,Final Inspection Q.C.,259
Case 273,Packing,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,0
Case 274,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling Q.C.,Turning & Milling - Machine 8,342
Case 274,Turning & Milling - Machine 8,Turning & Milling Q.C.,Turning & Milling - Machine 8,Turning & Milling Q.C.,193
Case 274,Turning & Milling Q.C.,Turning & Milling - Machine 8,Turning & Milling Q.C.,Flat Grinding - Machine 11,95
Case 274,Turning & Milling - Machine 8,Turning & Milling Q.C.,Flat Grinding - Machine 11,Lapping - Machine 1,98
Case 274,Turning & Milling Q.C.,Flat Grinding - Machine 11,Lapping - Machine 1,Round Grinding - Manual,44
Case 274,Flat Grinding - Machine 11,Lapping - Machine 1,Round Grinding - Manual,Round Grinding - Q.C.,40
Case 274,Lapping - Machine 1,Round Grinding - Manual,Round Grinding - Q.C.,Laser Marking - Machine 7,60
Case 274,Round Grinding - Manual,Round Grinding - Q.C.,Laser Marking - Machine 7,Final Inspection Q.C.,150
Case 274,Round Grinding - Q.C.,Laser Marking - Machine 7,Final Inspection Q.C.,Final Inspection Q.C.,62
Case 274,Laser Marking - Machine 7,Final Inspection Q.C.,Final Inspection Q.C.,Packing,0
Case 277,Milling - Machine 16,Turning & Milling Q.C.,Lapping - Machine 1,Round Grinding - Manual,510
Case 277,Turning & Milling Q.C.,Lapping - Machine 1,Round Grinding - Manual,Round Grinding - Manual,0
Case 277,Lapping - Machine 1,Round Grinding - Manual,Round Grinding - Manual,Round Grinding - Manual,54
Case 277,Round Grinding - Manual,Round Grinding - Manual,Round Grinding - Manual,Lapping - Machine 1,90
Case 277,Round Grinding - Manual,Round Grinding - Manual,Lapping - Machine 1,Round Grinding - Manual,315
Case 277,Round Grinding - Manual,Lapping - Machine 1,Round Grinding - Manual,Round Grinding - Manual,100
Case 277,Lapping - Machine 1,Round Grinding - Manual,Round Grinding - Manual,Packing,10
Case 277,Round Grinding - Manual,Round Grinding - Manual,Packing,Round Grinding - Manual,57
Case 277,Round Grinding - Manual,Packing,Round Grinding - Manual,Final Inspection Q.C.,463
Case 277,Packing,Round Grinding - Manual,Final Inspection Q.C.,Round Grinding - Manual,0
Case 277,Round Grinding - Manual,Final Inspection Q.C.,Round Grinding - Manual,Round Grinding - Manual,132
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,169
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling Q.C.,629
Case 28,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 6,327
Case 28,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling - Machine 6,97
Case 28,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,13
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,417
Case 28,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling - Machine 6,358
Case 28,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,57
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,302
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,44
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,599
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,122
Case 28,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling Q.C.,386
Case 28,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling Q.C.,179
Case 28,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 6,51
Case 28,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling - Machine 6,20
Case 28,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,3
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,247
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,236
Case 28,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling Q.C.,541
Case 28,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,61
Case 28,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling Q.C.,637
Case 28,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,92
Case 28,Turning & Milling - Machine 6,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling - Machine 6,180
Case 28,Turning & Milling Q.C.,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,2
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,79
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,1080
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,388
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,372
Case 28,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling - Machine 6,Turning & Milling Q.C.,230
Case 28,Turning & Milling - Machine 6,Turning & Milling Q.C.,Nitration Q.C.,Lapping - Machine 1,1
Case 28,Turning & Milling Q.C.,Nitration Q.C.,Lapping - Machine 1,Lapping - Machine 1,1
Case 28,Nitration Q.C.,Lapping - Machine 1,Lapping - Machine 1,Laser Marking - Machine 7,1
Case 28,Lapping - Machine 1,Lapping - Machine 1,Laser Marking - Machine 7,Lapping - Machine 1,0
Case 28,Lapping - Machine 1,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,0
Case 28,Laser Marking - Machine 7,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,0
Case 28,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,234
Case 28,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 3,26
Case 28,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,151
Case 28,Lapping - Machine 1,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,65
Case 28,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,109
Case 28,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,156
Case 28,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,554
Case 28,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,93
Case 28,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,78
Case 28,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,400
Case 28,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,272
Case 28,Round Grinding - Machine 3,Round Grinding - Machine 3,Final Inspection Q.C.,Round Grinding - Machine 3,506
Case 28,Round Grinding - Machine 3,Final Inspection Q.C.,Round Grinding - Machine 3,Round Grinding - Machine 3,220
Case 28,Final Inspection Q.C.,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,316
Case 28,Round Grinding - Machine 3,Round Grinding - Machine 3,Round Grinding - Machine 3,Packing,254
Case 28,Round Grinding - Machine 3,Round Grinding - Machine 3,Packing,Packing,122
Case 28,Round Grinding - Machine 3,Packing,Packing,Final Inspection Q.C.,356
Case 28,Packing,Packing,Final Inspection Q.C.,Packing,0
Case 28,Packing,Final Inspection Q.C.,Packing,Final Inspection Q.C.,0
Case 28,Final Inspection Q.C.,Packing,Final Inspection Q.C.,Packing,205
Case 28,Packing,Final Inspection Q.C.,Packing,Packing,0
Case 29,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,127
Case 29,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,256
Case 29,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Turning & Milling - Machine 10,138
